-2.3, 0.8, -0.1, -2.22123, 0.75401, -0.13826, 0.954696, 0.542925, 21, 0.672222, 0.688889, 1.728, 0.244, 0.126, 0.12
-2.3, 0.8, -0.1, -2.21514, 0.752039, -0.136367, 0.954696, 0.58434, 4, 0.720238, 0.738095, 1.6416, 0.244, 0.126, 0.12
-2.3, 0.8, -0.1, -2.21514, 0.752039, -0.136367, 0.936143, 0.547234, 4, 0.775641, 0.788462, 1.5552, 0.244, 0.126, 0.12
-2.3, 0.8, -0.1, -2.21514, 0.752039, -0.136367, 0.936143, 0.547234, 4, 0.775641, 0.788462, 1.4688, 0.244, 0.126, 0.12
-2.3, 0.8, -0.1, -2.21515, 0.75204, -0.136357, 0.899038, 0.454485, 4, 0.833333, 0.833333, 1.3824, 0.244, 0.126, 0.12
-2.3, 0.8, -0.1, -2.21515, 0.75205, -0.136327, 0.843381, 0.306163, 4, 0.893939, 0.871212, 1.296, 0.244, 0.126, 0.12
-2.3, 0.8, -0.1, -2.21515, 0.75205, -0.136327, 0.843381, 0.306163, 4, 0.893939, 0.871212, 1.2096, 0.244, 0.126, 0.12
-2.3, 0.8, -0.1, -2.21742, 0.751324, -0.136456, 0.750618, 0.141031, 4, 0.95, 0.925, 1.1232, 0.244, 0.126, 0.12
-2.3, 0.8, -0.1, -2.20227, 0.751451, -0.136003, 0.573029, 0.108258, 20, 0.990741, 0.990741, 1.0368, 0.244, 0.126, 0.12
-2.3, 0.8, -0.1, -2.28773, 0.713042, -0.138789, 0.513686, 0.0799144, 4, 1, 1, 0.9504, 0.244, 0.126, 0.12
-2.3, 0.8, -0.1, -2.28773, 0.713042, -0.138789, 0.513686, 0.0799144, 4, 1, 1, 0.864, 0.244, 0.126, 0.12
-2.3, 0.8, -0.1, -2.23836, 0.729854, -0.135501, 0.460887, 0.071653, 4, 1, 1, 0.7776, 0.244, 0.126, 0.12
-2.3, 0.8, -0.1, -2.2393, 0.731817, -0.132291, 0.376183, 0.0509672, 4, 1, 1, 0.6912, 0.244, 0.126, 0.12
-2.3, 0.8, -0.1, -2.2393, 0.731817, -0.132291, 0.376183, 0.0509672, 4, 1, 1, 0.6048, 0.244, 0.126, 0.12
-2.3, 0.8, -0.1, -2.27234, 0.719649, -0.130336, 0.298182, 0.0336775, 5, 1, 1, 0.5184, 0.244, 0.126, 0.12
-2.3, 0.8, -0.1, -2.27991, 0.715463, -0.128109, 0.22843, 0.0233369, 4, 1, 1, 0.432, 0.244, 0.126, 0.12
-2.3, 0.8, -0.1, -2.30208, 0.702182, -0.127175, 0.16537, 0.0146196, 4, 1, 1, 0.3456, 0.244, 0.126, 0.12
-2.3, 0.8, -0.1, -2.30208, 0.702182, -0.127175, 0.16537, 0.0146196, 4, 1, 1, 0.2592, 0.244, 0.126, 0.12
-2.3, 0.8, -0.1, -2.28114, 0.707944, -0.124663, 0.107801, 0.00897759, 4, 1, 1, 0.1728, 0.244, 0.126, 0.12
-2.3, 0.8, -0.1, -2.25145, 0.715568, -0.120935, 0.0475574, 0.00469607, 3, 1, 1, 0.0864, 0.244, 0.126, 0.12
-2.3, 0.8, -0.1, -2.30321, 0.782543, -0.129151, 0.648082, 0.328698, 2, 0.6, 0.54375, 0.864, 0.488, 0.126, 0.12
-2.3, 0.8, -0.1, -2.30403, 0.772822, -0.131881, 0.450139, 0.346462, 3, 0.765625, 0.640625, 0.864, 0.4636, 0.126, 0.12
-2.3, 0.8, -0.1, -2.29975, 0.817094, -0.124872, 0.514391, 0.371345, 9, 0.773438, 0.773438, 0.864, 0.4392, 0.126, 0.12
-2.3, 0.8, -0.1, -2.28761, 0.797222, -0.122487, 0.49779, 0.32034, 4, 0.851562, 0.835938, 0.864, 0.4148, 0.126, 0.12
-2.3, 0.8, -0.1, -2.31988, 0.845305, -0.130129, 0.567931, 0.301575, 7, 0.875, 0.914062, 0.864, 0.3904, 0.126, 0.12
-2.3, 0.8, -0.1, -2.30394, 0.796396, -0.12857, 0.558267, 0.270014, 15, 0.9375, 0.9375, 0.864, 0.366, 0.126, 0.12
-2.3, 0.8, -0.1, -2.28592, 0.780295, -0.134948, 0.343168, 0.129257, 4, 1, 1, 0.864, 0.3416, 0.126, 0.12
-2.3, 0.8, -0.1, -2.27935, 0.766863, -0.137713, 0.339841, 0.100764, 4, 1, 1, 0.864, 0.3172, 0.126, 0.12
-2.3, 0.8, -0.1, -2.28654, 0.753275, -0.136416, 0.366516, 0.0830134, 4, 1, 1, 0.864, 0.2928, 0.126, 0.12
-2.3, 0.8, -0.1, -2.29141, 0.735463, -0.137966, 0.431813, 0.0777393, 4, 1, 1, 0.864, 0.2684, 0.126, 0.12
-2.3, 0.8, -0.1, -2.28773, 0.713042, -0.138789, 0.513686, 0.0799144, 4, 1, 1, 0.864, 0.244, 0.126, 0.12
-2.3, 0.8, -0.1, -2.26778, 0.637, -0.135572, 0.480699, 0.0501749, 7, 1, 1, 0.864, 0.2196, 0.126, 0.12
-2.3, 0.8, -0.1, -2.25073, 0.583902, -0.137393, 0.585699, 0.0519866, 6, 1, 1, 0.864, 0.1952, 0.126, 0.12
-2.3, 0.8, -0.1, -2.24237, 0.559964, -0.13864, 0.674057, 0.0750526, 11, 1, 1, 0.864, 0.1708, 0.126, 0.12
-2.3, 0.8, -0.1, -2.25976, 0.727208, -0.250067, 0.753959, 0.142098, 13, 1, 0.984375, 0.864, 0.1464, 0.126, 0.12
-2.3, 0.8, -0.1, -2.2339, 0.712354, -0.246108, 0.797356, 0.194129, 5, 1, 0.96875, 0.864, 0.122, 0.126, 0.12
-2.3, 0.8, -0.1, -2.32441, 0.791941, -0.357404, 0.441684, 0.0486065, 5, 1, 0.75, 0.864, 0.0976, 0.126, 0.12
-2.3, 0.8, -0.1, -2.31932, 0.751062, -0.331918, 0.432998, 0.0972627, 7, 0.90625, 0.96875, 0.864, 0.0732, 0.126, 0.12
-2.3, 0.8, -0.1, -2.31758, 0.842322, -0.463336, 0.378612, 0.0256341, 8, 0.9375, 0.5625, 0.864, 0.0488, 0.126, 0.12
-2.3, 0.8, -0.1, -2.40864, 0.737759, -0.451, 0.375128, 0.0260278, 19, 0.84375, 0.75, 0.864, 0.0244, 0.126, 0.12
-2.3, 0.8, -0.1, -2.31562, 0.690476, -0.383, 0.729923, 0.46317, 12, 0.479167, 0.645833, 0.864, 0.244, 0.252, 0.12
-2.3, 0.8, -0.1, -2.31066, 0.628913, -0.271768, 1.07963, 0.567003, 4, 0.479167, 0.75, 0.864, 0.244, 0.2394, 0.12
-2.3, 0.8, -0.1, -2.32166, 0.672706, -0.2822, 1.05301, 0.507556, 14, 0.479167, 0.75, 0.864, 0.244, 0.2268, 0.12
-2.3, 0.8, -0.1, -2.19476, 0.445979, -0.319092, 1.07139, 0.334567, 13, 0.6875, 0.833333, 0.864, 0.244, 0.2142, 0.12
-2.3, 0.8, -0.1, -2.12844, 0.491395, -0.292894, 0.994726, 0.284963, 14, 0.739583, 0.854167, 0.864, 0.244, 0.2016, 0.12
-2.3, 0.8, -0.1, -2.22743, 0.607863, -0.26703, 0.961027, 0.386961, 7, 0.739583, 0.958333, 0.864, 0.244, 0.189, 0.12
-2.3, 0.8, -0.1, -2.19819, 0.624763, -0.228031, 1.29877, 0.34913, 10, 0.760417, 1, 0.864, 0.244, 0.1764, 0.12
-2.3, 0.8, -0.1, -2.2891, 0.685001, -0.204699, 1.18879, 0.4363, 2, 0.989583, 1, 0.864, 0.244, 0.1638, 0.12
-2.3, 0.8, -0.1, -2.20037, 0.630996, -0.205728, 0.991422, 0.199661, 13, 1, 1, 0.864, 0.244, 0.1512, 0.12
-2.3, 0.8, -0.1, -2.28584, 0.708268, -0.175761, 0.846056, 0.140614, 3, 1, 1, 0.864, 0.244, 0.1386, 0.12
-2.3, 0.8, -0.1, -2.28773, 0.713042, -0.138789, 0.513686, 0.0799144, 4, 1, 1, 0.864, 0.244, 0.126, 0.12
-2.3, 0.8, -0.1, -2.29371, 0.718368, -0.100736, 0.279944, 0.0698235, 3, 1, 1, 0.864, 0.244, 0.1134, 0.12
-2.3, 0.8, -0.1, -2.29628, 0.708647, -0.0656076, 0.383427, 0.11001, 12, 1, 1, 0.864, 0.244, 0.1008, 0.12
-2.3, 0.8, -0.1, -2.34489, 0.89833, -0.123687, 0.307949, 0.18279, 55, 1, 0.90625, 0.864, 0.244, 0.0882, 0.12
-2.3, 0.8, -0.1, -2.33339, 0.883432, -0.0813272, 0.391962, 0.25801, 62, 0.989583, 0.916667, 0.864, 0.244, 0.0756, 0.12
-2.3, 0.8, -0.1, -2.28274, 0.851761, -0.0862371, 0.441128, 0.314175, 3, 0.885417, 0.895833, 0.864, 0.244, 0.063, 0.12
-2.3, 0.8, -0.1, -2.26565, 0.930696, -0.0610426, 0.424715, 0.259472, 9, 0.864583, 0.885417, 0.864, 0.244, 0.0504, 0.12
-2.3, 0.8, -0.1, -2.26592, 0.907005, -0.0442732, 0.653932, 0.315208, 13, 0.708333, 0.875, 0.864, 0.244, 0.0378, 0.12
-2.3, 0.8, -0.1, -2.21753, 0.977376, 0.0150904, 0.805014, 0.314941, 8, 0.625, 0.885417, 0.864, 0.244, 0.0252, 0.12
-2.3, 0.8, -0.1, -2.30714, 0.805392, -0.0782807, 0.484567, 0.467172, 3, 0.625, 0.645833, 0.864, 0.244, 0.0126, 0.12
-2.3, 0.8, -0.1, -2.37297, 0.66802, -0.144402, 0.20953, 0.0210737, 5, 1, 1, 0.864, 0.244, 0.126, 0.24
-2.3, 0.8, -0.1, -2.3957, 0.657633, -0.144286, 0.203633, 0.020033, 15, 1, 1, 0.864, 0.244, 0.126, 0.228
-2.3, 0.8, -0.1, -2.28324, 0.712343, -0.138553, 0.228246, 0.0294103, 24, 1, 1, 0.864, 0.244, 0.126, 0.216
-2.3, 0.8, -0.1, -2.32241, 0.691784, -0.139297, 0.244381, 0.0268882, 4, 1, 1, 0.864, 0.244, 0.126, 0.204
-2.3, 0.8, -0.1, -2.36506, 0.671464, -0.138626, 0.249837, 0.0257428, 4, 1, 1, 0.864, 0.244, 0.126, 0.192
-2.3, 0.8, -0.1, -2.21118, 0.738894, -0.132604, 0.243347, 0.0336676, 4, 1, 0.975, 0.864, 0.244, 0.126, 0.18
-2.3, 0.8, -0.1, -2.30806, 0.700614, -0.136367, 0.276347, 0.0356853, 4, 1, 1, 0.864, 0.244, 0.126, 0.168
-2.3, 0.8, -0.1, -2.35107, 0.674175, -0.137671, 0.287602, 0.0321018, 4, 1, 1, 0.864, 0.244, 0.126, 0.156
-2.3, 0.8, -0.1, -2.28185, 0.712803, -0.136253, 0.313372, 0.040981, 4, 1, 1, 0.864, 0.244, 0.126, 0.144
-2.3, 0.8, -0.1, -2.33172, 0.685298, -0.138195, 0.327846, 0.0372166, 4, 1, 1, 0.864, 0.244, 0.126, 0.132
-2.3, 0.8, -0.1, -2.28773, 0.713042, -0.138789, 0.513686, 0.0799144, 4, 1, 1, 0.864, 0.244, 0.126, 0.12
-2.3, 0.8, -0.1, -2.28397, 0.714572, -0.137771, 0.559618, 0.0910025, 4, 1, 1, 0.864, 0.244, 0.126, 0.108
-2.3, 0.8, -0.1, -2.28726, 0.71176, -0.137006, 0.610047, 0.0983343, 4, 1, 1, 0.864, 0.244, 0.126, 0.096
-2.3, 0.8, -0.1, -2.30404, 0.704001, -0.136878, 0.66743, 0.102274, 4, 1, 1, 0.864, 0.244, 0.126, 0.084
-2.3, 0.8, -0.1, -2.28855, 0.716627, -0.137282, 1.01197, 0.173268, 4, 1, 1, 0.864, 0.244, 0.126, 0.072
-2.3, 0.8, -0.1, -2.30495, 0.713223, -0.138246, 1.45126, 0.250988, 4, 1, 1, 0.864, 0.244, 0.126, 0.06
-2.3, 0.8, -0.1, -2.29307, 0.722558, -0.137684, 2.1312, 0.388583, 4, 1, 1, 0.864, 0.244, 0.126, 0.048
-2.3, 0.8, -0.1, -2.29606, 0.723558, -0.137176, 3.17696, 0.575502, 4, 1, 1, 0.864, 0.244, 0.126, 0.036
-2.3, 0.8, -0.1, -2.30019, 0.727168, -0.137564, 7.30059, 1.35208, 4, 1, 1, 0.864, 0.244, 0.126, 0.024
-2.3, 0.8, -0.1, -2.30347, 0.730419, -0.137531, 26.9239, 5.01086, 4, 1, 1, 0.864, 0.244, 0.126, 0.012